customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_103035,Mihir Dalal,31,M,Y,Y,1,139409.8,3125,Low-skill Laborers,3,1,31778.22,16449.14,51,739,0,0,0
CST_161736,Henry,53,F,Y,N,2,119852.74,2822,High skill tech staff,4,0,23431.53,29917.47,27,849,0,0,0
CST_125967,da Costa,40,M,N,Y,0,106490.66,365250,Unknown,2,0,20538.83,13562.3,78,828,0,0,0
CST_130394,Deepa,40,M,Y,Y,1,193504.43,2409,Laborers,3,0,28507.63,63073.05,45,843,0,0,0
CST_149682,Saito,32,M,Y,Y,0,417641.97,1096,Managers,2,0,27452.77,61631.41,37,913,0,0,0
CST_129516,Caroline,27,F,N,Y,0,101930.29,365243,Unknown,1,0,22005.93,23034.82,84,807,0,0,0
CST_132019,Tim,37,F,N,Y,0,45282.04,365241,Unknown,2,0,15011.25,5778.06,86,800,0,0,0
CST_122962,Luke Baker,51,F,N,N,0,134003.69,2366,Unknown,1,0,24286.59,27853.46,69,725,0,0,0
CST_149923,Spicer,40,F,N,Y,0,126449.71,2146,Low-skill Laborers,2,0,21765.77,29021.8,81,510,2,0,1
CST_133764,Steven,52,M,N,Y,0,376461.96,1681,Unknown,1,0,24886.48,93939.84,38,920,0,0,0
CST_115065,Olivia Oran,32,F,N,Y,0,191667.19,365240,Unknown,2,0,27036.89,42569.85,27,710,0,0,0
CST_130633,Angela,55,F,N,N,0,177814.64,2591,Sales staff,2,0,20267.88,23194.35,5,781,0,0,0
CST_164175,Koswanage,26,M,Y,Y,0,138193.46,365248,Unknown,2,0,39735.07,23499.61,22,680,0,0,0
CST_163417,Krudy,46,M,Y,Y,2,166240.56,1005,Laborers,4,1,24400.19,49615.43,22,700,0,0,0
CST_102851,Shen Yan,43,F,N,Y,0,261097.01,6344,Unknown,2,0,29569.38,82303.09,19,696,0,0,0
CST_133615,Andrew,41,F,N,Y,1,357673.57,2208,Core staff,3,0,59155.92,87541.86,85,657,0,0,0
CST_138933,Deepa,53,F,N,Y,0,150318.22,1607,Sales staff,2,1,30256.98,21505.62,63,783,0,0,0
CST_151770,Young,32,F,N,Y,0,143639.65,3405,Cooking staff,1,0,25507.94,28804.57,14,899,0,0,0
CST_109160,Caroline Humer,27,F,N,N,0,277928.58,172,Core staff,2,0,19457.25,53038.7,69,898,0,0,0
CST_151117,Noel,46,M,Y,Y,0,175323.19,3895,Laborers,2,1,22467.37,20695.35,65,823,0,0,0
CST_164155,Ingram,24,F,Y,Y,0,184983.13,2434,Managers,2,0,9996.61,34961.09,79,710,0,0,0
CST_129835,Dhanya,50,F,N,Y,0,86620.46,365242,Unknown,1,0,25554.25,19586.06,15,948,0,0,0
CST_113502,Steve Slater,41,M,N,N,0,254700.67,7027,Core staff,2,0,46805.16,47530.81,24,875,0,0,0
CST_129810,Luke,36,F,N,Y,0,139739.26,1607,Cooking staff,1,0,18471.67,15681.4,8,823,0,0,0
CST_156327,Seetharaman,52,F,N,Y,1,483589.92,1016,Accountants,3,0,58027.13,122797.69,46,729,0,0,0
CST_157477,Lash,53,M,Y,Y,2,124776.72,433,Sales staff,4,0,28750.9,27027.94,29,664,0,0,0
CST_135205,Soyoung,36,F,N,Y,0,189409.23,2414,Cleaning staff,1,0,34838.57,71763.38,38,715,0,0,0
CST_136183,Jessica,35,F,N,Y,0,132836.25,272,Waiters/barmen staff,1,1,32879.72,41860.06,4,660,0,0,0
CST_144939,le,49,M,N,N,3,401337.98,3237,Core staff,5,0,45254.45,50472.7,32,835,0,0,0
CST_113468,Karen Freifeld,36,F,N,N,0,112482.01,365243,Unknown,1,0,22624.62,16787.17,73,794,0,0,0
CST_102677,Murray Waas,42,F,N,N,0,190419.43,8338,Laborers,2,0,16297.44,55233.76,85,705,0,0,0
CST_143346,Pedro,38,F,N,Y,0,115562.72,365251,Unknown,1,0,9375.04,21356.84,43,942,0,0,0
CST_115622,Aref Mohammed,46,F,N,Y,0,119871.03,365252,Unknown,1,0,17257.22,22947.09,55,650,0,0,0
CST_100886,Steven C.,34,F,Y,Y,0,357666.52,6613,Unknown,1,0,36301.32,55961.52,45,829,0,0,0
CST_132939,Katharina,45,M,Y,Y,0,230174.02,1661,Laborers,1,1,41529.28,31365.88,28,942,0,0,0
CST_136716,Sophie,28,F,N,N,0,276238.72,5430,Medicine staff,1,0,39390.13,62623.07,66,808,0,0,0
CST_155510,Klayman,39,F,N,Y,0,166158.36,3773,Core staff,1,0,39612.7,22645.93,22,844,0,0,0
CST_133406,Sarah,44,F,N,Y,1,73412.09,383,Managers,3,1,17345.75,27737.34,9,718,0,0,0
CST_161911,Sullivan,24,F,N,Y,0,189042.14,365251,Unknown,1,0,48149.35,56213.15,26,719,0,0,0
CST_162391,Clark,23,F,N,Y,0,231548.68,5694,Unknown,2,0,34313.14,31461.75,61,764,0,0,0
CST_129083,Alan,41,M,N,Y,1,313762.38,3202,Managers,3,0,23040.28,69066.33,20,657,0,0,0
CST_111693,Paul Day,40,F,N,Y,0,228632.27,376,Unknown,2,0,37511.65,50294.61,74,866,0,0,0
CST_122101,Jessica Toonkel,46,M,N,N,0,150897.85,1502,Drivers,1,0,45700.43,35316.36,32,676,0,0,0
CST_143018,Silvio,47,F,N,Y,0,238433.59,2421,Core staff,2,0,59978.68,50149.55,84,765,0,0,0
CST_125028,Aaron Pressman,25,M,Y,Y,0,188352.84,1520,Drivers,2,0,,30792.03,57,759,0,0,0
CST_115137,Jonathan Stempel,23,M,N,Y,0,320090.62,1133,Sales staff,2,0,22727.58,59735.87,89,592,1,1,1
CST_161405,Scott,36,M,N,N,0,103084.45,365248,Unknown,2,0,31991.08,38955.38,98,623,1,1,1
CST_132369,Martinne,54,F,N,N,0,234498.07,747,Laborers,1,0,35985.77,49593.66,23,672,0,0,0
CST_123185,Pedro da,33,F,Y,Y,0,226055.97,9512,Cooking staff,2,0,33211.13,68952.68,13,891,0,0,0
CST_112672,Andrea Shalal-Esa,32,F,N,Y,2,80494.66,3599,Unknown,4,0,13059.93,26506.9,59,660,0,0,0
CST_144710,Kevin,26,M,Y,N,0,233263.49,4549,High skill tech staff,2,1,30429.6,48137.8,72,873,0,0,0
CST_129050,Jessica,33,F,Y,Y,1,316579.5,8239,Core staff,3,0,35629.65,69324.08,79,947,0,0,0
CST_164896,Murai,24,F,N,Y,0,95861.85,14811,Cleaning staff,1,1,7443.99,16091.49,78,837,0,0,0
CST_152852,Schnurr,53,F,N,Y,2,110866.35,995,Cooking staff,4,0,21808.01,31255.37,52,747,0,0,0
CST_106173,"""John ODonnell""",29,M,N,N,0,165437.37,5259,Laborers,2,1,36544.28,26662.7,34,873,0,0,0
CST_148015,Rigby,53,M,N,N,0,202938.63,608,Laborers,2,1,14098.94,59817.13,61,688,0,0,0
CST_118355,Claire Davenport,24,M,Y,Y,0,284116.21,542,Laborers,2,0,50486.74,60718.91,74,676,0,0,1
CST_160389,Yao,38,F,N,N,0,105252.97,2014,Unknown,2,0,29459.74,12848.16,58,801,0,0,0
CST_114054,Kentaro Sugiyama,54,F,N,N,1,96291.12,2963,Laborers,3,0,25456.36,35018.8,48,887,0,0,0
CST_116321,ernie Woodall,29,F,Y,Y,0,345315.47,7737,Unknown,2,0,55242.12,67895.37,12,672,0,0,0
CST_124114,Cummings Lauren,47,F,Y,Y,1,229520.11,919,Unknown,3,0,41860.28,23819.41,37,882,0,0,0
CST_130071,Stella,37,F,Y,Y,0,144868.82,610,Sales staff,1,1,15055.59,31769.14,37,660,0,0,0
CST_156448,Subler,31,F,N,Y,0,102382.47,365252,Unknown,2,0,12979.32,33386.86,16,765,0,0,0
CST_134559,Paul,33,F,N,Y,2,137560.45,735,Laborers,3,0,25306.26,28213.93,85,948,0,0,0
CST_148573,Lange,31,F,,Y,0,125646.33,365246,Unknown,2,0,30694.59,22658.73,9,727,0,0,0
CST_110838,Noel R,46,M,N,Y,0,301564.32,3583,Low-skill Laborers,2,0,38665.12,57086.28,70,667,0,0,0
CST_146074,Silke,32,F,N,N,,223982.84,365244,Unknown,2,0,30098.84,71945.87,91,832,0,0,0
CST_113503,Roberta Rampton,30,M,Y,Y,0,261048.43,2353,Laborers,2,1,46995,91304.57,62,926,0,0,0
CST_134614,James,32,F,N,Y,0,107954.85,365246,Unknown,2,0,30389.14,34104.39,74,919,0,0,0
CST_128959,Tim,50,F,N,Y,3,168226.13,658,Sales staff,5,0,8716.66,25436.62,84,724,0,0,0
CST_136958,Nick,36,F,N,N,0,287317,3269,Unknown,2,1,24673.97,59779.92,65,652,0,0,0
CST_119279,ewich Noel,54,F,N,Y,0,120622.63,177,Laborers,1,1,14222.89,27144.63,16,705,0,0,0
CST_139392,Steve,26,F,N,N,0,110616.52,115,Sales staff,1,0,19091.1,24374.79,19,849,0,0,0
CST_124726,Thyagaraju Adinarayan,28,M,Y,Y,0,323938.69,3189,High skill tech staff,2,0,46633.63,83558.31,29,775,0,0,0
CST_113162,ini Francesca,45,M,N,N,3,102852.53,765,Unknown,5,0,16428.41,22764.56,81,815,0,0,0
CST_158475,Rucker,50,F,N,N,0,74293.7,817,Unknown,1,0,24116.58,26347.39,67,658,0,0,0
CST_128635,Grant,40,M,Y,N,2,166386.22,978,Drivers,4,1,45938.3,34911.39,94,829,0,0,0
CST_121599,Lincoln Feast,53,M,N,Y,0,234642.28,1651,High skill tech staff,1,1,16780.51,48900.96,89,820,0,0,0
CST_103098,Sonali Paul,36,F,Y,Y,2,203851.88,189,Unknown,4,0,25426.29,72579.18,31,796,0,0,0
CST_125386,Lynch,28,F,N,Y,0,128062.94,390,Sales staff,1,0,16307.24,31329.56,64,785,0,0,0
CST_119982,Kevin Yao,34,M,N,Y,3,125009.08,4799,Laborers,5,0,8609.82,33445.59,28,871,0,0,0
CST_103996,Olga Popova,24,M,Y,Y,0,122169.68,907,Cleaning staff,1,0,31358.52,32031.07,73,618,1,1,1
CST_137221,Estelle,44,F,N,Y,1,473515.39,2511,Accountants,3,0,279269.56,61747.01,58,877,0,0,0
CST_152966,Emmott,28,M,Y,Y,1,380560.55,1438,Laborers,3,0,37557.59,49426.4,0,660,0,0,0
CST_134565,Peg,45,M,Y,N,0,152624.67,2726,Drivers,2,0,12156.36,27776.94,37,722,0,0,0
CST_157257,Rigby,34,F,N,N,0,108687.05,2243,Sales staff,2,0,20008.01,23271.23,14,733,0,0,0
CST_146128,Tommy,49,M,N,N,1,213247.54,609,Laborers,3,0,6906.44,66725.23,61,863,0,0,0
CST_114568,Ryan Vlastelica,34,F,Y,Y,0,259814.63,2102,Managers,2,0,82360.45,36269.05,72,772,0,0,0
CST_121510,Michael Erman,50,M,Y,Y,0,224993.64,466,Drivers,2,1,42303.27,44739.08,69,776,0,0,0
CST_160244,Jonas,51,F,N,N,2,144964.32,4001,Secretaries,4,0,60123.17,56332.97,84,949,0,0,0
CST_150596,Roelf,43,F,N,Y,0,134955.78,4152,Private service staff,1,1,19231.38,22374.4,54,756,0,0,0
CST_140100,Meeyoung,44,F,N,Y,0,91990.98,365250,Unknown,2,0,21523.35,28484.99,18,670,0,0,0
CST_138447,Greg,48,F,N,Y,0,138642.1,502,Laborers,2,1,15273.2,47878.33,84,832,0,0,0
CST_108876,Alister Bull,24,M,Y,N,2,284977.63,4462,Laborers,4,0,10535.85,33058.19,88,884,0,0,0
CST_133765,Steven,55,M,Y,Y,0,224367.25,747,Unknown,2,0,40329.31,44901.1,44,762,0,0,0
CST_140437,Eva,44,M,N,Y,0,86788.58,462,Drivers,1,1,11390.65,18225.68,42,758,0,0,0
CST_122107,Katya Wachtel,43,F,N,Y,0,166834.53,203,Unknown,1,0,17433.11,37667.32,36,826,0,0,0
CST_136666,ewich,40,M,Y,Y,1,267707.22,414,High skill tech staff,2,0,38152.35,40044.67,34,671,0,0,0
CST_143634,Steven,48,F,Y,Y,1,166189.72,1611,Laborers,3,1,41268.77,37374.73,34,768,0,0,0
CST_123001,Lionel Laurent,23,M,N,N,0,74295.11,365249,Unknown,1,0,26542.57,21337.8,18,868,0,0,0
CST_115047,Annika Breidthardt,29,F,N,Y,0,103980.27,365243,Unknown,2,0,14413.18,19342.37,82,865,0,0,0
CST_138833,haswati,31,F,N,Y,0,109475.79,365252,Unknown,1,0,28041.29,14104.21,32,826,0,0,0
CST_109267,Nicole Mordant,51,F,N,N,0,81310.55,5530,Unknown,1,0,6289.77,12364.3,93,848,0,0,0
CST_108162,Susan Thomas,34,M,Y,N,2,242760.66,4244,Managers,4,1,16308.23,40370.13,28,836,0,0,0
CST_162301,Boselli,52,M,Y,Y,2,109453.51,897,Unknown,4,1,21557.27,15460.14,61,790,0,0,0
CST_160416,Shah,36,F,N,N,1,114804.7,2037,Accountants,3,0,9721.48,23881.8,97,895,0,0,0
CST_114588,Matthew Goldstein,50,M,Y,N,0,240039.13,3444,Security staff,2,0,100138.87,81377.12,29,788,0,0,0
CST_144152,Clara,30,F,Y,N,1,155617.95,673,Unknown,3,0,19335.45,33118.97,48,733,0,0,0
CST_155064,Shao,30,F,N,N,0,142286.66,2174,Unknown,2,0,44368.81,36103.45,70,944,0,0,0
CST_128055,Luke,52,F,Y,Y,2,126942.79,758,Unknown,4,0,14904.01,48567.02,0,831,0,0,0
CST_112557,Tim Kelly,46,F,N,Y,0,318725.31,14237,High skill tech staff,2,0,38829.59,49977.61,33,899,0,0,0
CST_103890,Humeyra Pamuk,35,F,N,Y,0,194208.49,365250,Unknown,2,0,31698.32,41827.65,36,707,0,0,0
CST_127792,Chiang,44,F,N,N,0,86612.65,10520,Laborers,2,0,11699.74,10249.98,63,887,0,0,0
CST_136524,Greg,24,F,N,Y,0,84816.43,365251,Unknown,1,0,14930.32,21839.25,4,904,0,0,0
CST_104071,imarte Walter,52,F,N,Y,1,142910.16,977,Unknown,3,0,20346.47,25392.27,70,847,0,0,0
CST_142948,Karen,37,F,Y,Y,2,394722.6,3756,Unknown,4,0,27774.09,66609.48,22,788,0,0,0
CST_119742,Stanley White,54,F,N,Y,0,98000.03,2278,Sales staff,1,0,29006.27,25304.23,10,902,0,0,0
CST_161770,Nicolaci,26,F,Y,Y,1,173726.8,3229,Medicine staff,3,0,26842.64,28088.73,2,871,0,0,0
CST_130934,Mark,28,F,Y,N,2,312228.48,1652,Accountants,4,1,38396.87,73362.55,77,879,0,0,0
CST_139898,Svea,49,F,N,Y,0,122415.68,4427,Medicine staff,2,0,28188.11,47094.45,94,758,0,0,0
CST_117873,Denny Thomas,46,F,N,Y,0,129361.7,365240,Unknown,1,0,28970.79,17874.14,30,836,0,0,0
CST_128570,Jessica,34,F,N,Y,2,171381.53,684,Unknown,4,0,72876.65,27542.66,39,734,0,0,0
CST_110041,Lucy Hornby,32,F,Y,N,0,275801.73,1515,Unknown,2,1,31831.25,34012.27,44,826,0,0,0
CST_121230,Baker,54,F,Y,N,1,203595.66,3961,Core staff,2,1,22656.88,41738.36,87,864,0,0,0
CST_138804,John,29,F,N,N,0,191720.11,1176,Waiters/barmen staff,2,0,11000.21,40906.4,76,699,0,0,0
CST_100507,Liana B.,34,M,N,N,1,262493.28,140,Sales staff,3,1,54677.83,31988.96,10,788,0,0,0
CST_137813,Ayesha,33,F,N,Y,0,201061.28,365247,Unknown,2,0,23067.05,27657.02,30,783,0,0,0
CST_127505,Spetalnick,24,F,Y,Y,0,521683.08,365251,Unknown,2,0,17058.89,120572.4,25,840,0,0,0
CST_165070,Munroe,39,M,Y,Y,0,270489.21,2053,Laborers,2,1,39389.85,68311.64,58,704,0,0,0
CST_107362,ill Rigby,27,F,N,N,0,125334.48,1635,Unknown,2,0,25379.06,27338.68,8,702,0,0,0
CST_155054,Palmer,47,M,N,N,0,199843.59,2525,High skill tech staff,1,0,,28045.57,59,651,0,0,0
CST_160043,Yoshikawa,46,M,N,Y,0,174396.5,8023,Laborers,2,0,10914.66,36518.6,64,888,0,0,0
CST_154496,Davey,39,F,Y,Y,0,167194.21,3182,Unknown,2,0,20326.28,39294.01,93,738,0,0,0
CST_105542,Olivia Oran,33,M,N,Y,0,260851.28,1859,Laborers,2,0,22598.93,94019.36,3,653,0,0,0
CST_158529,Ingrassia,43,F,Y,N,1,137272.41,2586,Laborers,3,0,22742.74,44242.75,85,653,0,0,1
CST_127752,R,51,M,Y,Y,1,263931.06,1612,Drivers,3,0,11342.65,44015.11,68,745,0,0,0
CST_125981,Vidya Ranganathan,26,M,Y,Y,0,330187.99,554,Sales staff,1,0,32804.09,51623.25,65,852,0,0,0
CST_142844,Tim,33,F,Y,Y,0,156655.43,3212,Laborers,2,0,25414.78,51190.1,55,812,0,0,0
CST_138112,Hyunjoo,35,F,N,Y,0,167834.81,365247,Unknown,2,0,7196.35,36334.94,72,917,0,0,0
CST_103032,Jessica Wohl,37,F,N,Y,0,155463.48,365240,Unknown,2,0,21891.37,33538.56,64,838,0,0,0
CST_103084,Renee Maltezou,39,M,Y,N,0,529571.19,2109,Unknown,2,1,63743.05,143460.74,42,945,0,0,0
CST_158456,Mollenkamp,52,F,N,Y,2,149527.19,754,Core staff,4,0,,29988.04,29,943,0,0,0
CST_107954,Poornima Gupta,41,F,Y,Y,1,172242.42,1498,Sales staff,3,1,39422.21,31698.54,24,895,0,0,0
CST_124878,Poornima Gupta,30,F,N,Y,0,84094.95,265,Unknown,1,0,22646.77,18137.12,39,766,0,0,0
CST_104850,Ross Kerber,40,F,N,Y,1,164580.97,7401,Managers,3,0,11376.11,20950.73,30,684,0,0,0
CST_129095,Caroline,35,M,N,Y,0,89090.2,365252,Unknown,2,0,38483.62,25681.93,71,825,0,0,0
CST_148439,da,26,F,N,Y,0,146346.37,1706,Private service staff,1,0,43138.54,21875.04,89,685,0,0,0
CST_117970,Paul Carsten,48,F,N,Y,0,118635.11,875,Private service staff,1,0,28014.57,15570.15,77,754,0,0,0
CST_116346,Ilaina Jonas,23,F,N,N,2,357384.27,2542,Core staff,4,0,63736.23,44862.06,32,891,0,0,0
CST_104808,Nick Brown,32,F,N,N,0,197428.19,7939,Core staff,2,0,17889.55,25513.2,19,819,0,0,0
CST_156533,Paxton,25,M,N,Y,0,153480.76,7391,Laborers,1,1,19539.35,55923.91,50,798,0,0,0
CST_161853,Neavling,46,F,N,N,0,128851.12,365242,Unknown,2,0,30736.61,45320.05,62,919,0,0,0
CST_136981,en,37,F,N,Y,0,95923.88,455,Medicine staff,1,1,26742.7,20650.75,7,768,0,0,0
CST_155067,Harvey,32,F,Y,Y,1,572144.26,1441,Managers,3,0,51749.84,142585.11,82,879,0,0,0
CST_111737,Richard Cowan,44,F,N,Y,0,178517.6,365249,Unknown,2,0,37574.99,65813.86,6,683,0,0,0
CST_101302,Rodrigo Campos,29,M,Y,N,0,245977.88,968,Drivers,2,1,44853.16,39027.73,64,758,0,0,0
CST_117016,en Hirschler,23,F,N,Y,0,304886.99,2813,Medicine staff,1,1,32905.17,72511.4,19,816,0,0,0
CST_164654,Goswami,53,F,N,Y,1,64441.7,5088,Core staff,2,0,19816.08,20198.3,90,702,0,0,0
CST_134734,Gerry,43,F,N,N,0,245119.8,365247,Unknown,1,0,39469.71,34471.67,92,914,0,0,0
CST_100209,Deepa Seetharaman,24,M,N,Y,3,199329.55,1040,High skill tech staff,5,0,30516.4,55318.02,75,600,1,1,1
CST_137820,Doris,51,M,Y,Y,0,285998.91,1833,Drivers,2,1,33936.89,59877.12,13,688,0,0,0
CST_152159,Erman,36,F,N,Y,2,102070.7,1369,Laborers,4,0,24657.49,20131.44,98,622,1,1,1
CST_126394,da Costa,55,F,N,Y,0,177296.37,365252,Unknown,2,0,25250.06,37905.61,87,838,0,0,0
CST_123023,Costa,31,F,N,Y,3,111645.68,1064,Low-skill Laborers,4,1,21709.52,16345.93,93,546,0,1,1
CST_159927,Raymond,34,M,N,Y,0,109857.12,365249,Unknown,2,0,18436.77,28105.95,71,822,0,0,0
CST_143672,Lauren,43,M,N,N,0,173679.98,1742,Unknown,2,1,26378.82,19683.45,38,805,0,0,0
CST_132396,Lewis,26,F,N,Y,0,118278.34,5343,Sales staff,2,0,33426.08,28194.51,60,862,0,0,0
CST_100405,Marc Jones,30,M,Y,Y,0,233553.67,222,Core staff,1,1,23250.63,28223.88,5,659,0,0,0
CST_118637,Devidutta Tripathy,40,F,N,N,0,168547.72,10771,Laborers,1,0,21563.79,35302.61,35,692,0,0,0
CST_147512,Parra-Bernal,32,F,N,N,0,156425.25,365242,Unknown,2,0,35873.26,22611.05,40,807,0,0,0
CST_125570,"""Eileen OGrady""",40,M,N,Y,2,319255.6,6199,Managers,4,0,35354.17,104229.99,72,806,0,0,0
CST_152789,Rasheed,33,M,N,N,2,215087.13,2261,Cleaning staff,4,0,25891.62,55658.31,58,932,0,0,0
CST_153207,Bose,35,F,Y,N,0,175176.1,365246,Unknown,2,0,22280.6,48574.25,10,666,0,0,0
CST_159022,Selyukh,53,F,N,Y,0,201013.47,2251,Core staff,2,0,56033.74,21229.73,50,819,0,0,0
CST_163798,Kaneko,49,F,N,Y,0,155056.48,5888,Unknown,2,0,51761.74,28160.41,41,879,0,0,0
CST_125634,Gabriel Wildau,32,M,Y,N,0,306588.94,585,Unknown,1,0,22179.52,89923.33,80,608,1,1,1
CST_128759,Edwin,36,F,N,Y,1,178998.84,1735,Accountants,3,0,38567.3,36391.84,73,564,1,1,1
CST_114884,Jonathan Stempel,28,M,Y,Y,1,186377.19,2923,Drivers,3,0,15856.44,32224.82,97,839,0,0,0
CST_132101,Lucia,51,M,N,Y,0,102755.3,425,Security staff,1,0,15226.89,16057.15,74,769,0,0,0
CST_143124,Malathi,53,F,N,Y,0,182158.32,1787,Sales staff,2,0,46179.62,50615,40,873,0,0,0
CST_111121,Nivedita Bhattacharjee,26,F,N,Y,1,123324.04,3115,Cleaning staff,3,0,23755.88,39597.44,65,904,0,0,0
CST_133813,Sergio,30,F,N,Y,0,146122.34,3657,High skill tech staff,2,0,23626.18,42205.98,98,784,0,0,0
CST_146928,Pullella,31,M,N,N,2,150128.89,225,Laborers,4,1,39697.08,20353.39,64,696,0,0,0
CST_165435,White,28,F,N,N,0,152778.37,3197,Sales staff,2,0,28249.6,36439.12,70,871,0,0,0
CST_135851,Matt,26,F,Y,Y,0,171146.04,783,Sales staff,1,0,10214.94,27495.34,4,683,0,0,0
CST_105929,Kayla Gahagan,50,M,N,Y,2,162822.61,2693,Laborers,4,0,37151.06,56684.27,95,743,0,0,0
CST_139104,Douglas,34,F,Y,Y,1,139714.97,4426,Laborers,3,1,32751.24,16037.94,64,678,0,0,0
CST_161392,Azhar,37,M,N,N,1,346922.38,365245,Unknown,3,0,27408.64,96912.43,56,741,0,0,0
CST_129799,Daniel,42,M,Y,N,2,1749474.14,1520,Managers,4,0,40105.9,388837.16,49,824,0,0,0
