customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_143492,Nate,29,M,Y,Y,0,191424.07,365240,Unknown,1,0,31723.22,42479.16,39,671,0,0,0
CST_128675,Janeman,48,M,Y,Y,1,127715.32,7605,Drivers,3,0,13698.45,21160.35,23,705,0,0,0
CST_133069,Jennifer,50,F,N,Y,0,180293.07,2101,Laborers,1,0,52598.16,36654.16,21,897,0,0,0
CST_120311,Ann Saphir,50,M,Y,Y,0,125838.31,894,Laborers,1,0,16500.17,21223.56,16,734,0,0,0
CST_139213,ra,29,M,N,N,0,345133.98,683,Core staff,1,0,38503.67,69733.36,99,733,0,0,0
CST_108314,Dena Aubin,53,M,Y,Y,0,133912.21,401,Unknown,2,0,15728.19,20569.47,33,733,0,0,0
CST_153389,Roumeliotis,39,F,N,Y,0,114636.4,275,Unknown,2,1,17620.66,33997.64,76,560,1,1,1
CST_120511,Chee Harro,37,M,Y,Y,1,178446.26,2984,Unknown,3,1,31029.98,49912.37,47,913,0,0,0
CST_112395,Jessica Toonkel,37,F,N,Y,0,63402.05,365251,Unknown,2,0,31872.39,21749.27,75,843,0,0,0
CST_160906,Lange,40,M,Y,N,0,383858.96,4143,Core staff,1,0,31391.1,77426.23,40,692,0,0,0
CST_116031,Dena Aubin,53,M,Y,Y,0,192863.72,2885,Unknown,1,0,34424.32,23442.64,16,932,0,0,0
CST_138841,Karen,48,M,Y,N,0,248302.86,845,Low-skill Laborers,2,1,55576.75,58286.76,76,652,0,0,0
CST_144184,Kate,36,F,N,Y,0,66353.93,365248,Unknown,2,0,22052.9,20321.21,3,756,0,0,0
CST_116252,Christiaan Hetzner,51,F,Y,Y,0,183391.22,12099,Laborers,2,0,61388.2,41392.64,19,797,0,0,0
CST_104146,Victoria Howley,28,M,Y,Y,1,99226.53,1310,Laborers,3,0,13839.83,17326.7,97,915,0,0,0
CST_163617,Griswold,40,F,N,Y,0,173608.67,1561,Unknown,2,0,14806.12,20275.36,4,949,0,0,0
CST_145510,Rhys,33,F,N,N,0,252522.17,3535,Sales staff,2,0,61763.44,62044.44,22,715,0,0,0
CST_102710,Vaishnavi Bala,44,M,N,Y,0,74692.99,2996,Security staff,2,1,28271.74,27378.84,82,708,0,0,0
CST_101797,Sinead Carew,33,F,N,Y,0,100707.84,1222,Medicine staff,2,0,44985.05,12424.13,74,869,0,0,0
CST_163551,Vaughan,36,F,,Y,,114414.49,365251,Unknown,4,0,16759.12,38661.46,17,699,0,0,0
CST_149959,Yun,27,M,Y,Y,0,229272.96,2822,Unknown,2,0,38962.53,71237.22,94,814,0,0,0
CST_126436,Wayne Arnold,33,M,Y,N,0,189618.55,1112,Laborers,2,1,25122.44,47037.13,95,807,0,0,0
CST_136623,laise,41,F,N,Y,2,157790.11,113,Managers,4,0,18256.84,47998.15,85,941,0,0,0
CST_159994,Bartz,26,M,Y,Y,0,416731.78,2735,Unknown,2,0,19760.03,47537.58,73,920,0,0,0
CST_128632,Alan,40,M,,N,3,401518.92,1526,Managers,5,0,22534.21,73067.25,18,843,0,0,0
CST_103403,Jonathan Cable,23,M,Y,N,0,274526.42,193,Security staff,2,1,34416,36259.11,72,867,0,0,0
CST_123868,Joshua Schneyer,52,M,Y,Y,0,320392.11,989,Laborers,2,0,38758.29,58184.18,79,686,0,0,0
CST_120737,Ruby Lian,49,F,N,Y,0,154614.73,2828,Laborers,2,0,16088.04,43546.15,29,800,0,0,0
CST_133312,Ketan,42,F,N,N,0,162763.54,365246,Unknown,1,0,12461.17,57506.07,13,838,0,0,0
CST_111069,Phil Wahba,43,M,N,N,0,139319.74,166,Unknown,2,0,21097.45,21566.08,66,771,0,0,0
CST_139498,Michele,27,F,N,Y,1,100108.37,11808,Unknown,2,0,22338.46,24436.83,86,942,0,0,0
CST_118017,Siddharth Cavale,53,F,N,Y,0,239118.84,2334,Unknown,2,1,41089.7,50600.66,79,743,0,0,0
CST_158096,Regan,33,F,N,Y,0,203402.04,561,Accountants,2,0,49148.5,28068.79,93,605,1,1,1
CST_148241,Peterson,41,F,Y,Y,0,234556.16,2108,Core staff,2,0,58784.03,32305.92,37,679,0,0,0
CST_100407,Eva Kuehnen,51,F,N,N,0,174974.5,3641,Security staff,2,0,33250.14,34493.05,82,664,0,0,0
CST_149717,Krudy,23,F,N,Y,0,189848.03,4202,High skill tech staff,2,0,45105.04,29989.16,86,877,0,0,0
CST_155142,Georgiopoulos,37,M,Y,N,0,204065.64,619,Unknown,2,0,38503.24,63066.08,71,757,0,0,0
CST_104614,Matthew Goldstein,46,M,Y,Y,0,681275.5,5023,Managers,2,0,53250.7,77807.67,34,866,0,0,0
CST_135782,Daniel,50,M,N,Y,0,222051.23,2352,Laborers,2,1,45215.73,43148.16,89,752,0,0,0
CST_119015,Wanfeng Zhou,27,M,Y,Y,0,270791.46,1431,Laborers,2,0,19228.84,60375.02,90,845,0,0,0
CST_119285,Ryan Vlastelica,54,F,Y,Y,1,180443.47,2170,Laborers,3,1,34342.78,46802.16,59,817,0,0,0
CST_137939,David,35,M,Y,Y,1,213573.25,5689,Laborers,3,1,31428.71,26205.17,5,793,0,0,0
CST_125205,Matt Smith,52,F,N,Y,0,186114.89,1056,Sales staff,1,1,32514.57,49792.32,41,803,0,0,0
CST_151468,MacInnis,35,M,Y,Y,1,351432.83,855,Drivers,3,0,34453.3,43836.14,99,658,0,0,0
CST_129798,"""Eileen",35,F,N,N,0,270826.74,12655,Managers,1,0,45329.03,40912.73,61,873,0,0,0
CST_110818,Soyoung Kim,32,M,N,Y,0,114309.14,3047,High skill tech staff,2,0,14576.74,11988.81,81,698,0,0,1
CST_160904,Flaherty,51,F,Y,N,0,161345.09,1099,Unknown,2,0,33106.81,38533.86,30,895,0,0,0
CST_155516,Carrel,31,F,N,Y,0,114382.02,365246,Unknown,2,0,21163.29,14155.45,46,801,0,0,0
CST_144473,Jennifer,29,F,Y,Y,0,126654.38,2358,Laborers,2,0,26475.18,18171.38,55,756,0,0,0
CST_159566,Agrawal,28,M,N,Y,0,266600.5,365252,Unknown,2,0,27400.59,40677.9,80,661,0,0,0
CST_107318,Steve Slater,48,M,N,Y,1,212361.01,1365,Laborers,2,1,13519.55,44442.98,45,887,0,0,0
CST_104505,Martinne Geller,38,M,Y,Y,0,231383.42,2887,Low-skill Laborers,2,0,26209.36,62101.87,14,691,0,0,0
CST_144070,Yuko,36,M,N,N,0,54194.63,365251,Unknown,2,0,12074.07,11846.75,13,881,0,0,0
CST_147590,Groom,36,F,N,Y,0,136638.93,365241,Unknown,1,0,44916.55,41938.85,78,722,0,0,0
CST_115675,Tom Hals,40,F,N,N,0,231032.11,2820,Accountants,1,1,39590.11,47927,79,876,0,0,0
CST_145923,Euan,41,F,N,Y,1,131334.42,649,Security staff,3,0,36095.3,39977.04,82,609,1,1,1
CST_158364,Miedema,28,F,N,N,0,112749.89,365251,Unknown,1,0,25419.7,37557.27,49,851,0,0,0
CST_153006,Clark,36,F,N,N,0,144848.39,877,Laborers,1,0,16709.69,25835.94,99,914,0,0,0
CST_123237,Douwe Miedema,53,F,N,Y,0,154652.46,2519,Medicine staff,2,0,25565.68,57964.74,87,615,1,1,1
CST_160917,Kambas,50,M,N,N,0,254215.91,873,Unknown,2,1,32212.2,88921.73,90,948,0,0,0
CST_119244,Tom Bergin,43,F,N,Y,0,117213.97,365246,Unknown,1,0,16163.46,19944.4,42,749,0,0,0
CST_131285,Martinne,41,F,N,Y,0,131191.27,4044,Laborers,1,0,30393.41,29347.23,36,726,0,0,0
CST_143603,Karen,43,F,Y,N,1,163155.92,1930,Laborers,2,0,39591.63,32558.85,50,764,0,0,0
CST_140418,Dan,28,F,N,N,0,261245.55,210,Sales staff,2,1,38298.71,89778.35,55,815,0,0,0
CST_152559,McCool,38,M,Y,Y,1,178411.52,2688,Security staff,2,0,12121.42,22707.94,80,893,0,0,0
CST_105237,Lucy Hornby,42,F,N,Y,2,107456.58,2072,Unknown,4,0,13886.33,35735.05,47,811,0,0,0
CST_104600,Jessica Wohl,26,F,N,Y,2,153055.39,365248,Unknown,3,0,16997.31,24327.8,62,731,0,0,0
CST_158381,Georgiopoulos,39,F,N,N,0,260752.89,197,Sales staff,2,0,28162.73,48656.34,50,851,0,0,0
CST_109908,Roberta Rampton,23,F,Y,N,0,251812.8,3685,Sales staff,1,0,71667.28,58519.89,87,750,0,0,0
CST_146927,Fonte,53,F,Y,Y,0,230340.02,365247,Unknown,2,0,69003.74,32931.2,28,772,0,0,0
CST_146717,Stephen,33,M,Y,Y,0,250354.98,4219,Laborers,2,0,31641.94,60852.28,57,886,0,0,0
CST_108950,Matt Robinson,48,F,N,N,1,171364.02,2280,Medicine staff,3,0,49447.67,41718.44,94,705,0,0,0
CST_124334,Emily Stephenson,49,F,Y,Y,0,148802.26,365251,Unknown,2,0,29271.96,47285.01,64,828,0,0,0
CST_139072,Conor,40,M,Y,Y,0,308235.97,297,Laborers,1,1,24691.55,40132.3,2,652,0,0,0
CST_136360,Scott,53,F,N,Y,2,146186.35,287,Medicine staff,4,0,27313.35,29740.62,98,578,1,1,1
CST_155534,Bull,27,F,N,Y,0,185063.98,10750,Unknown,2,0,40229.6,55183.3,42,675,0,0,0
CST_148316,Kumar,23,F,N,Y,0,248384.4,,Unknown,2,1,27349.5,48651.14,62,677,0,0,0
CST_102164,Francis Kan,49,F,N,N,0,140979.98,365244,Unknown,1,0,3139.06,32413.66,92,840,0,0,0
CST_144959,David,54,M,N,N,0,361572.91,838,Laborers,2,0,39381.95,45141.27,62,743,0,0,0
CST_135482,en,44,M,Y,N,0,146422.32,1557,Security staff,1,1,39675.76,33017.49,23,796,0,0,0
CST_132438,Doris,48,F,N,Y,0,87118.72,4132,Security staff,2,0,22726.34,17702.03,49,665,0,0,0
CST_101928,Tanya Agrawal,24,F,N,Y,2,80534.63,680,Core staff,4,0,17859.64,27538.11,64,676,0,0,0
CST_120961,Katie Reid,40,F,N,Y,0,358188.77,1995,Medicine staff,1,0,45564.22,67212.29,15,852,0,0,0
CST_133321,Deepa,49,F,N,Y,0,87507.57,365250,Unknown,2,0,17798.51,9931.98,84,859,0,0,0
CST_142818,Marc,26,M,N,N,0,198607.68,384,Drivers,1,1,57638.4,24062.67,89,662,0,0,1
CST_132929,Lisa,40,F,N,N,0,223245.12,365244,Unknown,2,0,35140.72,50473.92,78,626,1,1,1
CST_127905,Chee,42,F,N,Y,0,87074.43,2420,Sales staff,2,0,18330.42,23197.31,44,805,0,0,0
CST_145725,renda,46,M,Y,Y,0,212299.6,365245,Unknown,2,0,15021.04,42328.36,16,794,0,0,0
CST_133594,Tim,37,M,Y,Y,1,205146.57,3675,Core staff,3,1,44744.61,33853.76,90,750,0,0,0
CST_153026,Brown,32,M,Y,Y,2,312835.33,736,Laborers,4,1,48242.65,35841.92,71,849,0,0,0
CST_162569,Barr,32,M,N,Y,0,161369.85,143,Unknown,2,0,56456.28,35586.02,52,883,0,0,0
CST_162737,Rampton,39,M,N,Y,1,582840.49,221,Unknown,3,0,43965.9,97359.72,6,895,0,0,0
CST_154725,Papachristou,40,M,Y,Y,1,192227.16,924,High skill tech staff,3,1,10314.76,32825.6,2,801,0,0,0
CST_154919,Day,30,F,N,Y,0,240115.65,757,Laborers,2,0,19991.2,47675.69,79,940,0,0,0
CST_157043,Morgan,29,M,Y,N,1,858214.43,1745,Managers,3,0,37891.59,218431.75,67,737,0,0,0
CST_119552,Joseph Ax,35,M,Y,N,0,177771.39,365247,Unknown,2,0,55508.99,34234.56,7,939,0,0,0
CST_120848,Stefano Bernabei,49,F,N,Y,0,127232.89,365250,Unknown,1,0,16777.21,28455.08,95,517,1,0,1
CST_124341,Alex,28,F,N,Y,0,181764.71,279,Unknown,1,0,28415.02,56685.09,72,631,1,1,1
CST_165728,Leske,34,F,N,Y,0,140092.59,381,Accountants,1,0,29550.1,29692.55,40,892,0,0,0
CST_112633,Andrea Shalal-Esa,40,M,N,Y,1,235863.07,1758,Drivers,3,0,44507.09,55763.32,3,656,0,0,0
CST_160122,Mortimer,37,F,N,Y,0,228555.45,416,Sales staff,2,0,29976.65,38798.89,30,847,0,0,0
CST_129564,Jan,28,F,N,Y,1,171322.35,4203,Sales staff,3,0,35362.06,27327.9,77,541,1,1,1
CST_100452,Noah Barkin,29,M,N,Y,1,201561.75,2050,Unknown,3,0,39216.48,31866.76,70,534,2,0,1
CST_120728,Charlie Zhu,28,M,N,Y,1,192284.99,2518,Laborers,3,0,18846.13,24902.91,98,518,2,0,1
CST_134181,Harry,43,F,N,Y,0,145402.03,365247,Unknown,1,0,7213.14,50848.1,16,819,0,0,0
CST_102550,Stella Dawson,53,F,Y,Y,0,97145.84,365251,Unknown,2,0,20324.89,28808.42,63,746,0,0,0
CST_137991,Peter,30,F,N,Y,0,219067.75,3576,Laborers,1,0,11977.99,54462.72,81,822,0,0,0
CST_132621,ra,41,M,Y,Y,1,319550.55,2056,High skill tech staff,3,0,41351.6,56959.79,16,872,0,0,0
CST_158266,Stephenson,32,M,Y,Y,0,201120.83,1298,High skill tech staff,2,0,20767.38,62801.8,13,761,0,0,0
CST_151368,Skariachan,40,F,N,Y,2,145828.48,1769,Sales staff,4,0,21640.55,35021.3,0,940,0,0,0
CST_110128,Olga Dzyubenko,33,F,Y,Y,0,168413.09,365244,Unknown,2,0,65702.25,24077.93,77,675,0,0,0
CST_137366,Richard,28,M,N,Y,0,167508.95,3730,Laborers,2,0,70915.42,49377.84,56,707,0,0,0
CST_122929,Veronica Gomez,43,M,Y,N,0,243942.83,418,Core staff,1,0,32602.32,49347.36,50,660,0,0,0
CST_138986,Andrea,29,F,N,Y,0,270290.81,8439,High skill tech staff,2,0,34932.76,89856.43,39,805,0,0,0
CST_135946,Carey,36,M,N,Y,0,81943.48,329,Laborers,2,0,17652.39,28630.14,15,851,0,0,0
CST_116556,Paige Gance,47,F,N,Y,1,153736.77,7120,High skill tech staff,2,0,28980.72,36911.85,4,705,0,0,0
CST_112081,Kevin Yao,51,M,Y,Y,0,295995.88,2145,Laborers,2,0,24079.12,67997.39,78,844,0,0,0
CST_129107,Lucia,43,F,N,Y,1,166292.68,1291,Sales staff,3,0,41391.23,58837.69,8,800,0,0,0
CST_134832,Sakari,40,M,N,Y,0,346285.09,6565,Core staff,2,0,25589.75,40291.78,49,904,0,0,0
CST_161394,C.,52,M,Y,Y,0,119901.76,4742,Laborers,2,0,17476.47,25092.04,60,684,0,0,0
CST_130024,Nick,47,F,N,N,0,144820.62,1596,High skill tech staff,1,0,32200.77,25542.77,87,867,0,0,0
CST_140259,Soyoung,55,F,Y,N,1,129404.43,4020,Sales staff,2,0,12818.02,32659.28,29,814,0,0,0
CST_163484,Oreskovic,50,M,N,N,0,215125.11,170,Laborers,2,0,38822.85,42417.6,95,821,0,0,0
CST_165174,Ho,38,F,N,Y,0,82901.12,365245,Unknown,1,0,17085.69,20420.87,92,774,0,0,0
CST_160940,Jonas,48,M,N,Y,0,124575.19,962,Core staff,2,1,24355.03,13550.63,77,791,0,0,0
CST_155489,Forgione,42,F,N,N,0,102994.22,365247,Unknown,2,0,20184.38,34663.67,87,732,0,0,0
CST_126941,Lynch,50,M,Y,N,0,147370.87,242,Drivers,2,0,13457.94,32594.02,65,907,0,0,0
CST_120196,Nathan Layne,42,M,Y,N,2,286543.42,2231,Laborers,4,0,40855.43,42456.22,42,847,0,0,0
CST_109629,Matt Falloon,31,F,N,Y,0,142298.98,365249,Unknown,2,0,47101,21931.41,64,802,0,0,0
CST_156276,Marsh,36,M,Y,N,1,338090.75,178,Laborers,3,0,26259.65,35530.96,29,801,0,0,0
CST_136546,Fiona,25,M,Y,Y,1,291482.49,1278,Laborers,3,0,30074.16,32433.74,9,871,0,0,0
CST_158247,Kuehnen,38,M,Y,Y,2,301026.19,2126,Unknown,4,0,82006.04,75228.49,37,841,0,0,0
CST_153904,McBride,25,M,N,N,0,198391.9,3659,Laborers,2,0,28568.13,22119.27,85,804,0,0,0
CST_157580,Hepher,36,M,Y,N,0,153623.73,871,Sales staff,2,0,68772.6,56624.12,46,909,0,0,0
CST_160893,Mason,27,F,,Y,0,256760.35,1544,Sales staff,2,0,26427.24,53629.45,68,788,0,0,0
CST_123567,David Ingram,34,F,N,Y,1,182839.11,1980,Accountants,2,1,38405.77,30844.8,70,566,1,1,1
CST_146830,Joseph,39,F,Y,Y,0,654415.84,627,Managers,2,0,62990.13,102628.58,88,541,1,1,1
CST_144368,Pedro,29,F,N,N,1,145144.56,290,Cooking staff,2,0,26587.11,51790.2,88,663,0,0,0
CST_111644,David Henry,36,M,Y,Y,0,240699.45,769,Drivers,2,1,35710.8,32306.99,84,530,2,0,1
CST_143235,Soyoung,49,M,Y,Y,0,174155.53,1174,Drivers,2,1,23808.56,34394.77,55,949,0,0,0
CST_115815,David Sheppard,23,M,Y,N,0,266523.76,606,High skill tech staff,1,0,17508.66,45373.13,17,909,0,0,0
CST_165764,Mutikani,53,M,N,N,0,115719.57,365252,Unknown,2,0,54293.06,31635.74,50,948,0,0,0
CST_133456,Michael,39,M,N,Y,0,214212.65,365249,Unknown,2,0,10429.99,51645.01,47,833,0,0,0
CST_144027,Sarah,32,F,Y,N,0,166939.43,198,Laborers,2,0,29153.57,19688.5,83,872,0,0,0
CST_124740,Julien Toyer,40,F,N,Y,0,163304.34,1734,Sales staff,2,0,47502.3,24887.13,92,817,0,0,0
CST_130911,Soyoung,29,F,N,N,1,403119.5,1136,Managers,3,0,50541.19,142947.67,11,824,0,0,0
CST_102104,Caroline Valetkevitch,42,F,N,Y,0,130136.67,229,Core staff,1,0,16708.9,17440.08,33,871,0,0,0
CST_139472,Leika,45,F,N,Y,0,227393.29,196,Cleaning staff,1,1,32741.4,28017.41,54,804,0,0,0
CST_106778,le Paul,44,F,N,Y,0,123659.68,365247,Unknown,1,0,45920.82,17086.86,75,895,0,0,0
CST_150359,Slater,30,M,N,Y,1,249294.27,3186,Managers,3,0,34988.31,86006.86,50,860,0,0,0
CST_164697,Tripathy,28,F,N,N,0,68407.98,8594,Accountants,2,0,38117.54,7557.52,93,748,0,0,0
CST_156504,Scott,45,F,N,N,0,145880.74,2073,Core staff,2,0,13254.39,24852.92,26,931,0,0,0
CST_154245,Jacobs,24,M,Y,Y,1,292344.96,301,Managers,3,0,36740.57,70718.31,19,738,0,0,0
CST_155838,Lange,34,F,N,N,0,125220.66,1072,Sales staff,2,0,25267.88,33012.44,87,818,0,0,0
CST_127978,Jessica Toonkel,44,M,Y,N,0,127423.78,,Laborers,2,0,24617.4,24181.26,0,692,0,0,0
CST_103166,Tom Polansek,41,M,N,Y,1,225202.73,218,Laborers,3,1,39012.52,58080.7,73,520,2,1,1
CST_133575,Valentina,24,F,N,Y,1,155205.95,1903,Sales staff,3,0,62574.61,26640.39,32,696,0,0,0
CST_103277,imarte Walter,50,F,N,Y,0,213300.8,2050,Realty agents,2,0,10998.84,26488.73,56,671,0,0,0
CST_164432,Herbst-Bayliss,44,F,N,Y,1,156995.88,3835,Medicine staff,3,1,13450.25,25344.76,85,756,0,0,0
CST_164946,Huffstutter,28,F,N,Y,0,267067.28,9398,Unknown,2,0,27485.83,51651.97,5,792,0,0,0
CST_142721,Poornima,50,F,Y,Y,0,102132.39,2058,Unknown,1,0,26518.85,19990.25,71,764,0,0,0
CST_121103,Nadia Damouni,51,M,N,N,0,233068.28,103,Core staff,1,1,10126.65,42100.58,78,817,0,0,0
CST_161132,Strupczewski,34,F,N,Y,1,480933.92,574,Core staff,3,1,60157.24,62229.57,37,941,0,0,0
CST_105915,Lauren Tara,30,F,Y,Y,1,145001.86,743,Accountants,3,0,27524.86,32314.45,22,808,0,0,0
CST_143989,Gernot,23,M,Y,N,1,257892.28,1777,Managers,3,0,10805.3,31579.27,23,750,0,0,0
CST_103835,Greg Roumeliotis,48,F,N,Y,0,66049.24,365244,Unknown,2,0,33278.83,8261.8,97,835,0,0,0
CST_130785,Kazunori,43,F,N,Y,0,134539.4,846,Core staff,2,0,28866.47,34551.36,55,834,0,0,0
